pdpass	pdpco1	source	begyr1	gvkey1	endyr1	pdpco2	begyr2	gvkey2	endyr2	pdpco3	begyr3	gvkey3	endyr3	pdpco4	begyr4	gvkey4	endyr4	pdpco5	begyr5	gvkey5	endyr5
12190006	11217	"UPDT2"	1983	11217	2006																
12190113	10115	"MTCH1"	1978	10115	2006																
12190114	10115	"MTCH1"	1978	10115	2006																
12190431	28579	"PASS1"	1992	28579	1999																
12190467	6435	"MTCH1"	1950	6435	2006																
12190617	63030	"PASS1"	1995	63030	2006																
12190833	101204	"UPDT2"	1986	13467	1999	101204	2000	101204	2006												
12190866	17436	"MTCH1"	1998	17436	2006																
12191064	10312	"NBER"	1967	10312	2001																
12191408	11667	"PASS1"	1984	11667	2005																
12191417	62391	"MTCH1"	1995	62391	2006																
12191554	4145	"MTCH1"	1955	4145	2006																
12191850	18467	"MTCH1"	1992	18467	2004																
12191999	3632	"MTCH1"	1971	3632	1985																
12192671	2527	"NBER"	1962	2527	1994	25124	1996	25124	2005												
12192686	28938	"MTCH1"	1992	28938	2006																
12192811	7464	"MTCH1"	1968	7464	1990																
12193400	12711	"PASS1"	1985	12711	2006																
12194167	141239	"MTCH1"	1998	141239	2006																
12194246	141385	"PASS1"	1999	141385	2000																
12194437	140441	"MTCH1"	1998	140441	2001																
12194627	4145	"MTCH1"	1955	4145	2006																
12194688	134984	"PASS1"	1998	134984	2000	6066	2002	6066	2005												
12195987	24438	"m2006"	1988	24438	1997																
12196309	113460	"PASS1"	1996	113460	2001																
12196420	15459	"PASS1"	1988	15459	2006																
12196517	14261	"MTCH1"	1967	2115	1970	14261	1986	14261	1999	5180	2000	5180	2005								
12197424	161810	"PASS1"	2002	161810	2006																
12197969	63056	"PASS1"	1995	63056	2001	28603	2003	28603	2003												
12198028	64351	"PASS1"	1995	64351	2006																
12198108	141461	"PASS1"	1998	141461	1999																
12198268	210418	"MTCH1"	1991	17346	1994	210418	1995	210418	2006												
12198756	5650	"MTCH1"	1973	5650	2006																
12199725	2188	"NBER"	1960	2188	1999																
12199888	2562	"PASS1"	1957	2562	1999	10853	2000	10853	2005												
12199901	62268	"PASS1"	1996	62268	2006																
12200050	151016	"MTCH1"	1998	124556	1999	151016	2000	151016	2006												
12200413	9236	"PHRM"	1961	9236	1996	13467	1997	13467	2006												
12200830	18467	"MTCH1"	1992	18467	2004																
12200880	19349	"MTCH1"	1994	19349	2006																
12200932	5650	"MTCH1"	1973	5650	2006																
12201269	120574	"MTCH1"	1999	120574	2001																
12201496	29661	"PASS1"	1993	29661	2006																
12201556	64927	"PASS1"	1995	64927	2000	24409	2001	24409	2005												
12201659	14261	"MTCH1"	1967	2115	1970	14261	1986	14261	1999	5180	2000	5180	2005								
12201887	102523	"MTCH1"	2000	102523	2005																
12202183	65143	"MTCH1"	1995	65143	1998																
12202379	8545	"NBER"	1961	8545	1989	17225	1990	17225	2005												
12202644	2817	"MTCH1"	1950	2817	2006																
12202779	61405	"PASS1"	1994	61405	2001	14623	2002	14623	2005												
12202872	63899	"PASS1"	1996	63899	2006																
12202984	134451	"MTCH1"	1998	134451	2000	4145	2001	4145	2005												
12203746	3691	"PASS1"	1970	3691	2005																
12203782	100114	"MTCH1"	1998	100114	2004																
12204036	31500	"m2006"	1994	31500	2006																
12204172	65554	"PASS1"	1995	65554	2006																
12204203	10740	"PASS1"	1984	10740	2006																
12204928	7980	"UPDT2"	1973	7980	2006																
12205007	62702	"PASS1"	1995	62702	2006																
12205325	30807	"MTCH1"	1983	6552	1998	30807	1999	30807	2005												
12205581	61996	"PASS1"	1995	61996	2006																
12205737	7099	"UPDT2"	1950	7099	1995	100528	1997	100528	1998	157415	2000	148971	2000	157415	2001	157415	2005				
12205756	10467	"MTCH1"	1983	10467	1987																
12206862	63051	"PASS1"	1995	63051	2005																
12207324	138122	"PASS1"	1998	138122	2006																
12207716	157415	"UPDT2"	2000	148971	2000	157415	2001	157415	2006												
12207743	23671	"MTCH1"	1993	23671	2006																
12207875	130762	"MTCH1"	1970	6139	1980	130762	1998	130762	2006												
12208032	6774	"MTCH1"	1950	6774	2006																
12208217	112092	"MTCH1"	1998	112092	2000																
12208317	25098	"PASS1"	1991	25098	2001																
12208835	5230	"MTCH1"	1960	5230	1969																
12209306	8358	"MTCH1"	1950	8358	2006																
12209334	7949	"m2006"	1968	7949	1982																
12209384	25180	"MTCH1"	1991	25180	2006																
12209458	29290	"MTCH1"	1992	29290	2005																
12209776	65893	"PASS1"	1995	65893	2006																
12209801	29695	"PASS1"	1993	29695	1997	24405	1998	24405	2005												
12210123	10622	"MTCH1"	1975	10622	2005																
12210191	133366	"PASS1"	1998	133366	2006																
12210390	28300	"PASS1"	1995	28300	2003																
12210395	61257	"PASS1"	1994	61257	2004																
12210482	10115	"NBER"	1978	10115	2006																
12211007	124254	"PASS1"	1998	124254	2006																
12211082	112040	"MTCH1"	1996	112040	2006																
12211211	1016	"NBER"	1974	1016	1987																
12211276	66450	"PASS1"	1995	66450	2001																
12211517	23486	"PASS1"	1990	23486	2001	11720	2002	11720	2005												
12212005	141236	"m2006"	1998	141236	2006																
12212006	100401	"UPDT2"	1999	100401	2005																
12212238	118446	"PASS1"	1997	118446	2000	122436	2001	122436	2005												
12212368	5959	"MTCH1"	1950	5959	2006																
12212552	12655	"PASS1"	1986	12655	2002																
12212674	23947	"NBER"	1990	23947	1993																
12212675	4864	"MTCH1"	1950	4864	2006																
12212760	4520	"MTCH1"	1968	4520	2004																
12212948	13028	"PASS1"	1985	13028	1998	5878	1999	5878	2005												
12213358	7178	"MTCH1"	1960	7178	1983																
12213500	30701	"PASS1"	1994	30701	2003																
12213637	24038	"MTCH1"	1990	24038	1997	7228	1999	7228	2004												
12213966	13028	"NBER"	1985	13028	1998	5878	1999	5878	2005												
12214285	9236	"PHRM"	1961	9236	1996	13467	1997	13467	2006												
12214692	19349	"MTCH1"	1994	19349	2006																
12214829	218399	"MTCH1"	1996	218399	2004																
12215230	10741	"NBER"	1974	10741	1998	4595	1999	4595	2005												
12215366	163781	"PASS1"	2003	163781	2006																
12215381	19151	"PASS1"	1994	19540	2000	19151	2001	19151	2005												
12215642	134604	"PASS1"	1998	134604	1999																
12216204	4600	"MTCH1"	1950	4600	2006																
12216237	24908	"PASS1"	1990	24908	1999	4245	2000	4245	2005												
12216816	29789	"MTCH1"	1992	29789	2006																
12216893	141097	"MTCH1"	1998	141097	2004																
12217052	29229	"MTCH1"	1992	29229	2000																
12217309	66497	"PASS1"	1999	66497	2002																
12217535	63029	"PASS1"	1995	63029	2005																
12217862	15803	"PASS1"	1986	15803	2006																
12218049	66101	"PASS1"	1996	66101	1999	133885	2000	133885	2005												
12218072	126721	"PASS1"	1998	126721	2006																
12218089	157415	"UPDT2"	2000	148971	2000	157415	2001	157415	2006												
12218524	1896	"MTCH1"	1982	1896	1994																
12219102	66070	"PASS1"	1995	66070	2002																
12219104	9783	"PASS1"	1963	6418	1963	9783	1964	9783	2006												
12219280	7224	"PASS1"	1973	7224	1976																
12220072	23953	"MTCH1"	1991	23953	1999																
12220216	7585	"MTCH1"	1950	7585	2006																
12220465	8923	"MTCH1"	1982	8923	1987	3892	1996	3892	1999												
12220499	64865	"PASS1"	1995	64865	2005																
12220631	8247	"MTCH1"	1950	8247	2006																
12221496	112040	"MTCH1"	1996	112040	2006																
12221516	140760	"MTCH1"	1998	140760	2006																
12221857	31843	"PASS1"	1994	31843	2006																
12222279	126497	"MTCH1"	1997	126497	2000																
12222301	9409	"PASS1"	1979	9409	1983																
12222499	66732	"PASS1"	1996	66732	1998																
12222796	14620	"MTCH1"	1984	14620	2006																
12223231	2418	"MTCH1"	1960	2418	1987	8215	1988	8215	2005												
12223525	127575	"PASS1"	1998	127575	2001																
12223980	14503	"PASS1"	1987	14503	2006																
12224104	61399	"PASS1"	1995	61399	2006																
12225109	138663	"MTCH1"	1998	138663	2001																
12225205	125863	"m2006"	1998	125863	2006																
12225383	134965	"MTCH1"	1998	134965	1999																
12226147	18553	"UPDT2"	1988	18553	1997																
12226388	6506	"MTCH1"	1972	6506	2005																
12226509	62745	"PASS1"	1995	62745	2006																
12226521	7601	"PASS1"	1974	7601	2002																
12227136	24914	"PASS1"	1992	24914	2001																
12227151	24454	"MTCH1"	1989	24454	1998																
12227203	3918	"PASS1"	1979	3918	2006																
12227351	24008	"MTCH1"	1990	24008	2006																
12227530	101397	"UPDT2"	1988	101397	1996																
12227973	28841	"UPDT2"	1992	28841	1992																
12227985	4279	"PASS1"	1974	4279	2006																
12228364	14867	"MTCH1"	1987	14867	1990																
12228377	19349	"MTCH1"	1994	19349	2006																
12228579	1848	"MTCH1"	1950	1848	1999																
12228585	25676	"PASS1"	1991	25676	2006																
12228602	7647	"PASS1"	1959	7647	2006																
12228930	13087	"MTCH1"	1985	13087	1991																
12229269	2338	"MTCH1"	1950	2338	2006																
12229960	103159	"MTCH1"	1994	103159	2003																
12229962	15179	"MTCH1"	1985	15179	1999																
12230159	15160	"PASS1"	1987	15160	2003																
12230579	64853	"PASS1"	1995	64853	2006																
12230963	133365	"MTCH1"	1998	133365	1999																
12231311	62667	"PASS1"	1995	62667	2006																
12231393	123534	"MTCH1"	1998	123534	1998																
12231452	112040	"MTCH1"	1996	112040	2006																
12231714	25180	"MTCH1"	1991	25180	2006																
12232155	1663	"NBER"	1950	1663	2006																
12232225	10787	"UPDT2"	1963	10787	2006																
12232256	10540	"MTCH1"	1950	10540	2006																
12232424	24712	"MTCH1"	1990	24712	2005																
12232696	15037	"PASS1"	1987	15037	2006																
12232698	101397	"UPDT2"	1988	101397	1996																
12232735	138662	"PASS1"	1998	138662	2006																
12232788	2435	"MTCH1"	1950	2435	2006																
12232858	8195	"PASS1"	1974	8195	2001																
12232990	1602	"MTCH1"	1982	1602	2006																
12233315	138490	"MTCH1"	1998	138490	2001	6266	2003	6266	2005												
12233400	4926	"MTCH1"	1962	4926	2006																
12233645	13354	"MTCH1"	1986	13354	2006																
12233716	28550	"MTCH1"	1992	28550	1994																
12233800	3798	"PASS1"	1974	3798	2001	9715	2002	9715	2005												
12233816	9178	"MTCH1"	1950	9178	1984	9114	1985	9114	1999												
12234110	141379	"UPDT2"	1999	141379	2000																
12234218	23943	"UPDT2"	1990	23943	2006																
12234354	65368	"PASS1"	1997	65368	2005																
12234618	65766	"PASS1"	1995	65766	1998	62599	1999	62599	2005												
12234655	176289	"m2006"	2005	176289	2006																
12234956	3580	"MTCH1"	1950	3580	2006																
12235029	2697	"MTCH1"	1971	2697	2006																
12235120	100956	"MTCH1"	1995	100956	2003																
12235145	10519	"MTCH1"	1950	10519	2006																
12235222	202421	"MTCH1"	2001	202421	2005																
12235572	7099	"UPDT2"	1950	7099	1995	100528	1997	100528	1998	157415	2000	148971	2000	157415	2001	157415	2005				
12235968	24828	"PASS1"	1998	24828	2002																
12235997	141276	"PASS1"	2002	141276	2006																
12235999	133729	"PASS1"	1998	133729	2001	101317	2002	101317	2005												
12236204	144519	"MTCH1"	1957	14097	1998	144519	1999	144519	2006												
12236352	13326	"PASS1"	1972	10612	1982	13326	1986	13326	2005												
12236566	133868	"PASS1"	1998	133868	2006																
12236795	63262	"PASS1"	1996	63262	2000																
12236898	1794	"MTCH1"	1950	1794	2006																
12237650	150937	"MTCH1"	1981	9545	2000	150937	2001	150937	2006												
12238056	10534	"NBER"	1983	10534	2001																
12238130	64102	"m2006"	1995	64102	2006																
12238183	61396	"PASS1"	1994	61396	2006																
12238490	103159	"MTCH1"	1994	103159	2003																
12238501	6799	"PASS1"	1951	6799	2006																
12238774	4367	"UPDT2"	1977	4367	2006																
12239816	7257	"MTCH1"	1950	7257	2006																
12239870	101204	"UPDT2"	1986	13467	1999	101204	2000	101204	2006												
12240284	65920	"MTCH1"	1995	65920	1998																
12240591	141844	"PASS1"	1999	141844	1999																
12240874	64103	"PASS1"	1995	64103	2006																
12241002	126734	"MTCH1"	1998	126734	2006																
12241698	124324	"PASS1"	1998	124324	2001																
12241723	62581	"PASS1"	1994	62581	2000	61439	2001	61439	2005												
12241977	30899	"PASS1"	1993	30899	2006																
12242215	4141	"PASS1"	1968	4141	1976																
12242540	102523	"MTCH1"	2000	102523	2005																
12242582	11217	"UPDT2"	1983	11217	2006																
12242620	62498	"PASS1"	1994	62498	2005																
12243361	5762	"MTCH1"	1950	5762	1974																
12243516	12252	"MTCH1"	1985	12252	2006																
12243786	101310	"MTCH1"	1996	101310	2006																
12243930	162254	"MTCH1"	1950	2827	1985	162254	1987	13934	1996	162254	1998	125434	2002	162254	2003	162254	2006				
12244116	7619	"PASS1"	1960	7619	1985																
12244145	114698	"PASS1"	1998	114698	2006																
12244236	63477	"MTCH1"	1963	2694	1994	63477	1995	63477	2003												
12244242	124599	"PASS1"	1998	124599	2006																
12244444	7228	"MTCH1"	1962	7228	2006																
12244855	100114	"MTCH1"	1998	100114	2004																
12244875	1093	"NBER"	1966	1093	1985																
12244992	147452	"PASS1"	2000	147452	2006																
12245088	63836	"PASS1"	1995	63836	2001	63980	2002	63980	2003	7065	2004	7065	2005								
12245332	3897	"m2006"	1951	3897	2006																
12245450	4864	"NBER"	1950	4864	2006																
12245454	4093	"PASS1"	1951	4093	2006																
12245645	28742	"MTCH1"	1992	28742	2006																
12245760	10618	"MTCH1"	1963	10618	2006																
12246104	6121	"PASS1"	1982	6121	2000	29353	2002	29353	2005												
12246471	148317	"PASS1"	1999	148317	2002																
12246629	241335	"MTCH1"	2003	241335	2006																
12246659	61901	"PASS1"	1994	61901	2006																
12246902	101204	"UPDT2"	1986	13467	1999	101204	2000	101204	2006												
12247040	66108	"PASS1"	1996	66108	2000																
12247583	3333	"PASS1"	1971	3333	2005																
